Bigram,Probability
forward between,-11.083
forward by,-11.083
forward for,-11.083
forward in,-11.083
handsome <UNK>,-11.083
handsome a,-11.083
handsome face,-11.083
handsome fortune,-11.083
handsome his,-11.083
handsome in,-11.083
handsome present,-11.083
handsome she,-11.083
handsome summer,-11.083
imagine I,-11.083
imagine Mr,-11.083
imagine any,-11.083
imagine he,-11.083
imagine his,-11.083
imagine such,-11.083
imagine the,-11.083
imagine them,-11.083
imagine what,-11.083
imagine your,-11.083
ladies for,-11.083
ladies whom,-11.083
ladies with,-11.083
meeting must,-11.083
meeting of,-11.083
meeting the,-11.083
meeting them,-11.083
men or,-11.083
men s,-11.083
men that,-11.083
men would,-11.083
met Mr,-11.083
met Mrs,-11.083
met and,-11.083
new idea,-11.083
new instrument,-11.083
new object,-11.083
new set,-11.083
new sort,-11.083
new to,-11.083
respect Mrs,-11.083
respect as,-11.083
respect her,-11.083
respect so,-11.083
round again,-11.083
round at,-11.083
round from,-11.083
round game,-11.083
round his,-11.083
round in,-11.083
round it,-11.083
satisfaction her,-11.083
satisfied and,-11.083
satisfied as,-11.083
satisfied herself,-11.083
satisfied on,-11.083
satisfied the,-11.083
satisfied to,-11.083
society I,-11.083
society for,-11.083
society was,-11.083
speaking a,-11.083
speaking and,-11.083
speaking his,-11.083
speaking it,-11.083
speaking low,-11.083
speaking more,-11.083
Martin I,-11.084
Martin but,-11.084
Martin was,-11.084
Martin who,-11.084
Martin with,-11.084
Martin would,-11.084
bad No,-11.084
bad and,-11.084
bad business,-11.084
bad connexion,-11.084
bad enough,-11.084
bad one,-11.084
bear a,-11.084
bear any,-11.084
bear such,-11.084
bear their,-11.084
bear them,-11.084
child a,-11.084
child but,-11.084
common and,-11.084
common but,-11.084
common care,-11.084
common civility,-11.084
common phrase,-11.084
common sitting,-11.084
common subjects,-11.084
company I,-11.084
company Mr,-11.084
company as,-11.084
company for,-11.084
company or,-11.084
company the,-11.084
country I,-11.084
country about,-11.084
country curate,-11.084
country family,-11.084
country it,-11.084
country life,-11.084
country which,-11.084
dinner Emma,-11.084
dinner as,-11.084
dinner on,-11.084
dinner the,-11.084
dinner to,-11.084
doing her,-11.084
doing just,-11.084
doing that,-11.084
doing them,-11.084
doing too,-11.084
doing well,-11.084
four children,-11.084
four or,-11.084
four times,-11.084
hours Mrs,-11.084
hours as,-11.084
hours from,-11.084
hours later,-11.084
hours sooner,-11.084
impossible I,-11.084
impossible and,-11.084
impossible but,-11.084
months and,-11.084
months before,-11.084
months had,-11.084
months of,-11.084
months since,-11.084
taste but,-11.084
taste could,-11.084
taste nor,-11.084
taste or,-11.084
taste than,-11.084
taste though,-11.084
taste to,-11.084
taste was,-11.084
taste which,-11.084
used and,-11.084
Middleton could,-11.085
Middleton for,-11.085
Middleton that,-11.085
So <UNK>,-11.085
So Frank,-11.085
So ended,-11.085
So it,-11.085
So obliged,-11.085
So then,-11.085
So well,-11.085
afraid Mr,-11.085
afraid we,-11.085
ask Mr,-11.085
ask him,-11.085
ask in,-11.085
ask my,-11.085
ask no,-11.085
ask of,-11.085
behaviour during,-11.085
behaviour last,-11.085
behaviour of,-11.085
behaviour towards,-11.085
behaviour was,-11.085
believed every,-11.085
believed had,-11.085
believed me,-11.085
believed them,-11.085
believed they,-11.085
believed to,-11.085
believed would,-11.085
degree I,-11.085
degree and,-11.085
degree the,-11.085
degree which,-11.085
different <UNK>,-11.085
different at,-11.085
different cause,-11.085
different creature,-11.085
different times,-11.085
different ways,-11.085
equal force,-11.085
equal her,-11.085
equal the,-11.085
exactly calculated,-11.085
exactly opposite,-11.085
exactly right,-11.085
exactly such,-11.085
expected all,-11.085
expected by,-11.085
expected every,-11.085
expected from,-11.085
expected had,-11.085
expected it,-11.085
expected that,-11.085
extremely <UNK>,-11.085
extremely agreeable,-11.085
extremely anxious,-11.085
extremely good,-11.085
extremely gratified,-11.085
extremely kind,-11.085
fine country,-11.085
fine enough,-11.085
fine girl,-11.085
fine lady,-11.085
fine morning,-11.085
fine thing,-11.085
fine woman,-11.085
fine words,-11.085
gentleman I,-11.085
gentleman as,-11.085
gentleman at,-11.085
gentleman but,-11.085
gentleman himself,-11.085
gentleman so,-11.085
gentleman with,-11.085
girl I,-11.085
girl but,-11.085
girl in,-11.085
girl she,-11.085
girl so,-11.085
girl to,-11.085
giving a,-11.085
giving any,-11.085
giving away,-11.085
giving bad,-11.085
giving his,-11.085
giving me,-11.085
giving no,-11.085
giving pleasure,-11.085
giving you,-11.085
likely you,-11.085
marriage as,-11.085
marriage at,-11.085
marriage might,-11.085
marriage they,-11.085
marriage to,-11.085
marriage which,-11.085
night after,-11.085
night but,-11.085
night to,-11.085
open <eos>,-11.085
open for,-11.085
open my,-11.085
open on,-11.085
open temper,-11.085
particular <UNK>,-11.085
particular a,-11.085
particular about,-11.085
particular account,-11.085
particular business,-11.085
particular circumstance,-11.085
particular circumstances,-11.085
particular compliment,-11.085
particular friendship,-11.085
particular from,-11.085
particular gratitude,-11.085
particular his,-11.085
particular inquiries,-11.085
particular meaning,-11.085
particular of,-11.085
particular reason,-11.085
particular request,-11.085
particular way,-11.085
pleased her,-11.085
pleased if,-11.085
pleased on,-11.085
question as,-11.085
question could,-11.085
question from,-11.085
question is,-11.085
question on,-11.085
question or,-11.085
question to,-11.085
question which,-11.085
question with,-11.085
settled between,-11.085
settled but,-11.085
settled her,-11.085
settled there,-11.085
settled when,-11.085
talking as,-11.085
talking laughing,-11.085
talking together,-11.085
talking with,-11.085
things but,-11.085
things had,-11.085
things have,-11.085
things he,-11.085
things of,-11.085
things so,-11.085
things that,-11.085
things the,-11.085
things very,-11.085
things which,-11.085
use it,-11.085
use with,-11.085
usual as,-11.085
usual composure,-11.085
usual from,-11.085
usual had,-11.085
usual hour,-11.085
usual in,-11.085
usual self,-11.085
usual share,-11.085
usual state,-11.085
usual style,-11.085
usual time,-11.085
week later,-11.085
week s,-11.085
week together,-11.085
week were,-11.085
words I,-11.085
words but,-11.085
words had,-11.085
words in,-11.085
words spoken,-11.085
words that,-11.085
Elizabeth I,-11.086
Elizabeth did,-11.086
Elizabeth saw,-11.086
Elizabeth that,-11.086
Elizabeth to,-11.086
Elizabeth would,-11.086
added Sir,-11.086
added who,-11.086
conversation began,-11.086
conversation for,-11.086
conversation it,-11.086
conversation must,-11.086
conversation that,-11.086
conversation the,-11.086
conversation together,-11.086
entirely a,-11.086
entirely for,-11.086
entirely free,-11.086
entirely her,-11.086
entirely lost,-11.086
kindness <eos>,-11.086
kindness It,-11.086
kindness from,-11.086
kindness was,-11.086
making him,-11.086
making himself,-11.086
making me,-11.086
making no,-11.086
making such,-11.086
matter and,-11.086
matter at,-11.086
matter was,-11.086
natural course,-11.086
natural kind,-11.086
nature but,-11.086
nature is,-11.086
nature she,-11.086
nature than,-11.086
nature which,-11.086
nature would,-11.086
neither <UNK>,-11.086
neither Henrietta,-11.086
neither she,-11.086
particularly agreeable,-11.086
particularly asked,-11.086
particularly for,-11.086
particularly glad,-11.086
particularly ill,-11.086
particularly in,-11.086
particularly struck,-11.086
power as,-11.086
power for,-11.086
power over,-11.086
son a,-11.086
son he,-11.086
son she,-11.086
son was,-11.086
stay I,-11.086
stay five,-11.086
stay here,-11.086
stay in,-11.086
strong <UNK>,-11.086
strong as,-11.086
strong feeling,-11.086
strong for,-11.086
strong impression,-11.086
strong sensibility,-11.086
strong surprise,-11.086
strong understanding,-11.086
strong was,-11.086
walk a,-11.086
walk and,-11.086
walk back,-11.086
walk before,-11.086
walk fast,-11.086
walk for,-11.086
walk of,-11.086
walk out,-11.086
walk though,-11.086
walk which,-11.086
whose advice,-11.086
whose feelings,-11.086
whose good,-11.086
whose happiness,-11.086
whose interest,-11.086
whose mind,-11.086
whose presence,-11.086
whose society,-11.086
whose taste,-11.086
whose temper,-11.086
whose thoughts,-11.086
wonder Miss,-11.086
wonder he,-11.086
wonder how,-11.086
wonder in,-11.086
wonder said,-11.086
wonder she,-11.086
wonder was,-11.086
yourself but,-11.086
yourself into,-11.086
yourself on,-11.086
yourself than,-11.086
yourself very,-11.086
Do but,-11.087
Louisa at,-11.087
Louisa could,-11.087
Louisa though,-11.087
Louisa to,-11.087
Louisa with,-11.087
When Lady,-11.087
When Mr,-11.087
When Mrs,-11.087
When is,-11.087
When once,-11.087
When their,-11.087
When this,-11.087
afterwards as,-11.087
afterwards by,-11.087
afterwards felt,-11.087
afterwards he,-11.087
afterwards heard,-11.087
afterwards in,-11.087
afterwards it,-11.087
afterwards on,-11.087
afterwards returned,-11.087
afterwards rising,-11.087
afterwards said,-11.087
afterwards that,-11.087
afterwards was,-11.087
agreeable but,-11.087
agreeable manner,-11.087
agreeable manners,-11.087
agreeable prospect,-11.087
agreeable than,-11.087
agreeable young,-11.087
among all,-11.087
among friends,-11.087
among themselves,-11.087
among you,-11.087
attachment I,-11.087
business <UNK>,-11.087
business but,-11.087
business which,-11.087
called from,-11.087
called him,-11.087
called your,-11.087
continued as,-11.087
continued every,-11.087
continued no,-11.087
continued the,-11.087
continued with,-11.087
directly after,-11.087
directly it,-11.087
directly opposite,-11.087
directly saying,-11.087
directly she,-11.087
farther delay,-11.087
farther explanation,-11.087
farther off,-11.087
farther on,-11.087
farther opposition,-11.087
farther with,-11.087
fortune from,-11.087
fortune is,-11.087
fortune or,-11.087
fortune the,-11.087
full and,-11.087
full view,-11.087
head aches,-11.087
head but,-11.087
head had,-11.087
head in,-11.087
head leaning,-11.087
head to,-11.087
head when,-11.087
head which,-11.087
husband a,-11.087
husband could,-11.087
husband she,-11.087
husband that,-11.087
means her,-11.087
means it,-11.087
means my,-11.087
means that,-11.087
means the,-11.087
means were,-11.087
real attachment,-11.087
real comfort,-11.087
real concern,-11.087
real gentlemen,-11.087
real information,-11.087
real truth,-11.087
saying about,-11.087
saying it,-11.087
saying much,-11.087
saying only,-11.087
saying so,-11.087
saying the,-11.087
saying we,-11.087
saying with,-11.087
sense as,-11.087
sense enough,-11.087
sense in,-11.087
sense she,-11.087
spoke again,-11.087
spoke cheerfully,-11.087
spoke it,-11.087
spoke that,-11.087
taken care,-11.087
taken for,-11.087
taken from,-11.087
taken good,-11.087
taken his,-11.087
taken me,-11.087
taken pains,-11.087
taken their,-11.087
thinking aloud,-11.087
thinking and,-11.087
thinking him,-11.087
thinking much,-11.087
thinking she,-11.087
walked from,-11.087
walked home,-11.087
within doors,-11.087
within his,-11.087
within reach,-11.087
within view,-11.087
CHAPTER VIII,-11.088
CHAPTER XIV,-11.088
CHAPTER XV,-11.088
CHAPTER XVII,-11.088
appeared rather,-11.088
appeared such,-11.088
determined at,-11.088
determined manner,-11.088
determined silence,-11.088
engagement I,-11.088
engagement a,-11.088
engagement at,-11.088
engagement because,-11.088
engagement between,-11.088
engagement could,-11.088
engagement had,-11.088
engagement than,-11.088
engagement though,-11.088
hand but,-11.088
hand it,-11.088
hand pressed,-11.088
hand that,-11.088
hand which,-11.088
let a,-11.088
let down,-11.088
object for,-11.088
object is,-11.088
object on,-11.088
object with,-11.088
reason <UNK>,-11.088
reason <eos>,-11.088
reason enough,-11.088
reason in,-11.088
received an,-11.088
received by,-11.088
received every,-11.088
received its,-11.088
regard her,-11.088
regard in,-11.088
regard of,-11.088
regard was,-11.088
regard which,-11.088
state had,-11.088
state which,-11.088
themselves <UNK>,-11.088
themselves into,-11.088
themselves off,-11.088
themselves up,-11.088
themselves were,-11.088
themselves with,-11.088
took care,-11.088
took charge,-11.088
took from,-11.088
took him,-11.088
took notice,-11.088
took pains,-11.088
took possession,-11.088
true <UNK>,-11.088
true I,-11.088
true for,-11.088
true gentility,-11.088
true indeed,-11.088
true on,-11.088
true very,-11.088
voice at,-11.088
voice in,-11.088
voice no,-11.088
voice nor,-11.088
voice on,-11.088
voice or,-11.088
voice so,-11.088
voice sunk,-11.088
went beyond,-11.088
went for,-11.088
went in,-11.088
went through,-11.088
went with,-11.088
As <UNK>,-11.089
As Elinor,-11.089
As I,-11.089
As Mr,-11.089
As Mrs,-11.089
As far,-11.089
As long,-11.089
As this,-11.089
already acknowledged,-11.089
already done,-11.089
already had,-11.089
already have,-11.089
already in,-11.089
already made,-11.089
already mentioned,-11.089
already on,-11.089
already taken,-11.089
already that,-11.089
answer it,-11.089
answer ready,-11.089
answer the,-11.089
answer which,-11.089
beyond Highbury,-11.089
beyond all,-11.089
beyond every,-11.089
beyond expression,-11.089
beyond it,-11.089
beyond one,-11.089
beyond them,-11.089
change but,-11.089
change for,-11.089
change had,-11.089
change his,-11.089
change indeed,-11.089
change it,-11.089
change on,-11.089
change which,-11.089
character however,-11.089
character than,-11.089
character were,-11.089
door a,-11.089
door for,-11.089
door had,-11.089
door the,-11.089
door without,-11.089
manners as,-11.089
manners gave,-11.089
manners have,-11.089
manners in,-11.089
manners the,-11.089
manners towards,-11.089
minutes by,-11.089
minutes longer,-11.089
minutes of,-11.089
minutes perhaps,-11.089
minutes silence,-11.089
minutes the,-11.089
minutes were,-11.089
point and,-11.089
point as,-11.089
point her,-11.089
point no,-11.089
point out,-11.089
point she,-11.089
point was,-11.089
point which,-11.089
ready at,-11.089
ready furnished,-11.089
ready on,-11.089
return from,-11.089
return he,-11.089
return in,-11.089
return it,-11.089
return my,-11.089
return was,-11.089
return which,-11.089
returned after,-11.089
returned again,-11.089
returned her,-11.089
returned into,-11.089
returned that,-11.089
sorry he,-11.089
sorry she,-11.089
sorry we,-11.089
through all,-11.089
through every,-11.089
through such,-11.089
through to,-11.089
through what,-11.089
year after,-11.089
year before,-11.089
year but,-11.089
year in,-11.089
year is,-11.089
year not,-11.089
year to,-11.089
year with,-11.089
year would,-11.089
Ferrars by,-11.09
Ferrars said,-11.09
Ferrars the,-11.09
Ferrars very,-11.09
Ferrars were,-11.09
affection <UNK>,-11.09
affection as,-11.09
affection had,-11.09
affection on,-11.09
affection with,-11.09
affection would,-11.09
children but,-11.09
children had,-11.09
children round,-11.09
children that,-11.09
days I,-11.09
days ago,-11.09
days in,-11.09
days more,-11.09
days on,-11.09
days passed,-11.09
days that,-11.09
days when,-11.09
days with,-11.09
end he,-11.09
end in,-11.09
feeling It,-11.09
feeling all,-11.09
feeling any,-11.09
feeling could,-11.09
feeling if,-11.09
feeling in,-11.09
feeling towards,-11.09
feeling uncomfortable,-11.09
feeling was,-11.09
get any,-11.09
get back,-11.09
get her,-11.09
get nothing,-11.09
get one,-11.09
get out,-11.09
get so,-11.09
get to,-11.09
glad he,-11.09
glad we,-11.09
married Thomas,-11.09
married here,-11.09
married last,-11.09
married married,-11.09
married the,-11.09
married till,-11.09
married very,-11.09
married woman,-11.09
marry Charles,-11.09
marry Frederick,-11.09
marry Miss,-11.09
marry Mr,-11.09
marry Robert,-11.09
marry any,-11.09
marry either,-11.09
marry she,-11.09
marry they,-11.09
marry upon,-11.09
marry you,-11.09
mean <UNK>,-11.09
mean I,-11.09
mean as,-11.09
mean but,-11.09
mean however,-11.09
mean the,-11.09
mean while,-11.09
mean with,-11.09
near <UNK>,-11.09
near Dawlish,-11.09
near and,-11.09
near it,-11.09
near neighbours,-11.09
near relation,-11.09
near us,-11.09
pretty <UNK>,-11.09
pretty behaved,-11.09
pretty face,-11.09
pretty features,-11.09
pretty indeed,-11.09
pretty long,-11.09
pretty of,-11.09
pretty often,-11.09
pretty soon,-11.09
pretty sure,-11.09
pretty young,-11.09
rest I,-11.09
rest and,-11.09
rest before,-11.09
rest in,-11.09
rest on,-11.09
rest there,-11.09
